10-1075,P35498-P14867,1BYY-5OSA,DB00273,Identity:36/1589(2.3%),N/A,N/A,N/A,N/A,N/A,N/A
607-1006,P47870-P47869,4COF-5O8F,DB00231,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
607-187,P47870-P48169,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
607-189,P47870-P48169,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
607-190,P47870-Q16445,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
607-608,P47870-P18505,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
608-1006,P18505-P47869,4COF-5O8F,DB00231,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
608-187,P18505-P48169,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
608-188,P18505-Q16445,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
608-189,P18505-P48169,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
608-606,P18505-P28472,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
608-609,P18505-P47870,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
609-1005,P47870-P47869,4COF-5O8F,DB00231,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
609-1006,P47870-P47869,4COF-5O8F,DB00231,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
609-1071,P47870-P14867,4COF-5OSA,DB00231,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
609-1072,P47870-P14867,4COF-5OSA,DB00231,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
609-187,P47870-P48169,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
609-189,P47870-P48169,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
609-190,P47870-Q16445,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
609-605,P47870-P18505,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
609-607,P47870-P47870,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
61-936,P08908-P31645,1HLL-5I6X,DB00656,Identity:11/976(1.1%),N/A,N/A,N/A,N/A,N/A,N/A
610-1006,P28472-P47869,4COF-5O8F,DB00231,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
610-1071,P28472-P14867,4COF-5OSA,DB00231,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
610-1072,P28472-P14867,4COF-5OSA,DB00231,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
610-188,P28472-Q16445,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
610-190,P28472-Q16445,4COF-1VRY,DB00231,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
610-605,P28472-P18505,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
610-606,P28472-P28472,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
610-607,P28472-P47870,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
610-608,P28472-P18505,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
610-609,P28472-P47870,4COF-4COF,DB00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A
611-1008,P18505-P47869,4COF-5O8F,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
611-1009,P18505-P47869,4COF-5O8F,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
611-1078,P18505-P14867,4COF-5OSA,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
611-193,P18505-P48169,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
611-612,P18505-P28472,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
611-613,P18505-P47870,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
611-614,P18505-P18505,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
612-1008,P28472-P47869,4COF-5O8F,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
612-1077,P28472-P14867,4COF-5OSA,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
612-194,P28472-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
612-195,P28472-P48169,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
612-613,P28472-P47870,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
612-614,P28472-P18505,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
613-1077,P47870-P14867,4COF-5OSA,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
613-1078,P47870-P14867,4COF-5OSA,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
613-194,P47870-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
613-615,P47870-P47870,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
613-616,P47870-P28472,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
614-1077,P18505-P14867,4COF-5OSA,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
614-194,P18505-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
614-195,P18505-P48169,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
614-196,P18505-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
614-613,P18505-P47870,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
614-615,P18505-P47870,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
615-1008,P47870-P47869,4COF-5O8F,DB00897,Identity:1386/2290(60.5%),N/A,N/A,N/A,N/A,N/A,N/A
615-193,P47870-P48169,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
615-194,P47870-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
615-196,P47870-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
615-611,P47870-P18505,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
615-612,P47870-P28472,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
616-1077,P28472-P14867,4COF-5OSA,DB00897,Identity:585/1775(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
616-196,P28472-Q16445,4COF-1VRY,DB00897,Identity:414/1893(21.9%),N/A,N/A,N/A,N/A,N/A,N/A
616-611,P28472-P18505,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
616-612,P28472-P28472,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
616-614,P28472-P18505,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
616-615,P28472-P47870,4COF-4COF,DB00897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
617-618,P29474-P29474,4D1P-4D1P,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
617-70,P29474-P17752,4D1P-1J8U,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
617-72,P29474-P00439,4D1P-1J8U,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
617-884,P29474-P00439,4D1P-5FII,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
618-72,P29474-P00439,4D1P-1J8U,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
619-423,O60840-Q13698,4DEY-3G43,DB00568,Identity:71/671(10.6%),N/A,N/A,N/A,N/A,N/A,N/A
62-678,P08908-P28222,1HLL-4IAR,DB09068,Identity:22/379(5.8%),N/A,N/A,N/A,N/A,N/A,N/A
620-229,O60840-Q01668,4DEY-2BE6,DB01388,Identity:45/602(7.5%),N/A,N/A,N/A,N/A,N/A,N/A
621-198,O60840-P54284,4DEY-1VYU,DB00393,Identity:227/554(41.0%),N/A,N/A,N/A,N/A,N/A,N/A
621-894,O60840-Q02641,4DEY-5GJV,DB00393,Identity:241/2670(9.0%),N/A,N/A,N/A,N/A,N/A,N/A
622-199,O60840-P54284,4DEY-1VYU,DB00661,Identity:227/554(41.0%),N/A,N/A,N/A,N/A,N/A,N/A
622-431,O60840-Q13698,4DEY-3G43,DB00661,Identity:71/671(10.6%),N/A,N/A,N/A,N/A,N/A,N/A
622-898,O60840-Q02641,4DEY-5GJV,DB00661,Identity:241/2670(9.0%),N/A,N/A,N/A,N/A,N/A,N/A
623-643,P41145-P41143,4DJH-4EJ4,DB01571,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
625-792,P41145-P35372,4DJH-5C1M,DB00921,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
626-645,P41145-P41143,4DJH-4EJ4,DB00611,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
627-795,P41145-P35372,4DJH-5C1M,DB00318,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
630-650,P41145-P41143,4DJH-4EJ4,DB09272,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
630-799,P41145-P35372,4DJH-5C1M,DB09272,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
631-800,P41145-P35372,4DJH-5C1M,DB01497,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
633-804,P41145-P35372,4DJH-5C1M,DB06738,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
635-658,P41145-P41143,4DJH-4EJ4,DB00295,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
636-659,P41145-P41143,4DJH-4EJ4,DB00844,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
637-809,P41145-P35372,4DJH-5C1M,DB01183,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
638-661,P41145-P41143,4DJH-4EJ4,DB00704,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
639-662,P41145-P41143,4DJH-4EJ4,DB00497,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
64-63,P18089-P18825,1HLL-1HLL,DB01392,N/A,N/A,N/A,N/A,N/A,N/A,N/A
640-925,P41145-Q99720,4DJH-5HK1,DB00652,Identity:104/1140(9.1%),N/A,N/A,N/A,N/A,N/A,N/A
641-813,P41145-P35372,4DJH-5C1M,DB09396,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
642-470,Q7LG56-P31350,4DJN-3OLJ,DB00242,Identity:458/1145(40.0%),N/A,N/A,N/A,N/A,N/A,N/A
643-790,P41143-P35372,4EJ4-5C1M,DB01571,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
644-624,P41143-P41145,4EJ4-4DJH,DB01439,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
645-793,P41143-P35372,4EJ4-5C1M,DB00611,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
646-794,P41143-P35372,4EJ4-5C1M,DB01535,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
647-627,P41143-P41145,4EJ4-4DJH,DB00318,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
648-628,P41143-P41145,4EJ4-4DJH,DB00647,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
648-796,P41143-P35372,4EJ4-5C1M,DB00647,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
65-679,P08908-P28222,1HLL-4IAR,DB00315,Identity:22/379(5.8%),N/A,N/A,N/A,N/A,N/A,N/A
650-799,P41143-P35372,4EJ4-5C1M,DB09272,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
651-631,P41143-P41145,4EJ4-4DJH,DB01497,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
651-800,P41143-P35372,4EJ4-5C1M,DB01497,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
652-801,P41143-P35372,4EJ4-5C1M,DB00813,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
654-632,P41143-P41145,4EJ4-4DJH,DB00327,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
655-633,P41143-P41145,4EJ4-4DJH,DB06738,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
656-634,P41143-P41145,4EJ4-4DJH,DB00836,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
657-779,P41143-Q9GZZ6,4EJ4-4UXU,DB00333,Identity:41/737(5.6%),N/A,N/A,N/A,N/A,N/A,N/A
66-267,P24347-Q9H306,1HV5-2JNP,DB00786,Identity:518/4081(12.7%),N/A,N/A,N/A,N/A,N/A,N/A
66-270,P24347-O75900,1HV5-2K72,DB00786,Identity:2/1715(0.1%),N/A,N/A,N/A,N/A,N/A,N/A
660-637,P41143-P41145,4EJ4-4DJH,DB01183,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
662-811,P41143-P35372,4EJ4-5C1M,DB00497,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
663-641,P41143-P41145,4EJ4-4DJH,DB09396,Identity:353/906(39.0%),N/A,N/A,N/A,N/A,N/A,N/A
665-490,P11388-Q02880,4FM9-3QX3,DB00694,N/A,N/A,N/A,N/A,N/A,N/A,N/A
666-381,P11388-P43700,4FM9-2Y3P,DB09047,Identity:182/1105(16.5%),N/A,N/A,N/A,N/A,N/A,N/A
666-845,P11388-P43702,4FM9-5EIX,DB09047,Identity:196/2854(6.9%),N/A,N/A,N/A,N/A,N/A,N/A
668-849,P11388-P43702,4FM9-5EIX,DB01137,Identity:196/2854(6.9%),N/A,N/A,N/A,N/A,N/A,N/A
67-108,P06732-P12532,1I0E-1QK1,DB00148,N/A,N/A,N/A,N/A,N/A,N/A,N/A
67-396,P06732-P12532,1I0E-3B6R,DB00148,Identity:586/1482(39.5%),N/A,N/A,N/A,N/A,N/A,N/A
67-398,P06732-P06732,1I0E-3B6R,DB00148,Identity:586/1482(39.5%),N/A,N/A,N/A,N/A,N/A,N/A
67-399,P06732-P12277,1I0E-3B6R,DB00148,Identity:586/1482(39.5%),N/A,N/A,N/A,N/A,N/A,N/A
67-472,P06732-Q14353,1I0E-3ORH,DB00148,Identity:151/1809(8.3%),N/A,N/A,N/A,N/A,N/A,N/A
671-391,P11388-P43700,4FM9-2Y3P,DB01208,Identity:182/1105(16.5%),N/A,N/A,N/A,N/A,N/A,N/A
671-855,P11388-P43702,4FM9-5EIX,DB01208,Identity:196/2854(6.9%),N/A,N/A,N/A,N/A,N/A,N/A
672-673,P04626-P00533,4G5J-4G5J,DB08916,N/A,N/A,N/A,N/A,N/A,N/A,N/A
674-672,Q15303-P04626,4G5J-4G5J,DB08916,N/A,N/A,N/A,N/A,N/A,N/A,N/A
674-673,Q15303-P00533,4G5J-4G5J,DB08916,N/A,N/A,N/A,N/A,N/A,N/A,N/A
675-83,O43526-P35354,4GOW-1PXX,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
675-863,O43526-P35354,4GOW-5F19,DB00586,Identity:38/1167(3.3%),N/A,N/A,N/A,N/A,N/A,N/A
677-57,P28222-P08908,4IAR-1HLL,DB00669,Identity:22/379(5.8%),N/A,N/A,N/A,N/A,N/A,N/A
678-745,P28222-P46098,4IAR-4PIR,DB09068,Identity:89/2608(3.4%),N/A,N/A,N/A,N/A,N/A,N/A
678-937,P28222-P31645,4IAR-5I6X,DB09068,Identity:77/1143(6.7%),N/A,N/A,N/A,N/A,N/A,N/A
68-408,P23219-P37231,1IGX-3DZY,DB00159,N/A,N/A,N/A,N/A,N/A,N/A,N/A
68-435,P23219-P37231,1IGX-3GWX,DB00159,Identity:81/785(10.3%),N/A,N/A,N/A,N/A,N/A,N/A
68-439,P23219-P35354,1IGX-3HS6,DB00159,Identity:355/1102(32.2%),0.7,3.13,1.5E-33,0.71722,-11.411,0.917
68-866,P23219-P35354,1IGX-5F19,DB00159,N/A,N/A,N/A,N/A,N/A,N/A,N/A
680-475,P41595-P35462,4IB4-3PBL,DB06016,Identity:123/873(14.1%),N/A,N/A,N/A,N/A,N/A,N/A
680-495,P41595-P35367,4IB4-3RZE,DB06016,Identity:116/459(25.3%),N/A,N/A,N/A,N/A,N/A,N/A
681-476,P41595-P35462,4IB4-3PBL,DB01239,Identity:123/873(14.1%),N/A,N/A,N/A,N/A,N/A,N/A
682-927,P41595-P31645,4IB4-5I6X,DB01242,Identity:88/1045(8.4%),N/A,N/A,N/A,N/A,N/A,N/A
683-824,P41595-P11229,4IB4-5CXV,DB01142,Identity:115/468(24.6%),N/A,N/A,N/A,N/A,N/A,N/A
683-928,P41595-P31645,4IB4-5I6X,DB01142,Identity:88/1045(8.4%),N/A,N/A,N/A,N/A,N/A,N/A
684-930,P41595-P31645,4IB4-5I6X,DB00574,Identity:88/1045(8.4%),N/A,N/A,N/A,N/A,N/A,N/A
685-51,P41595-P08908,4IB4-1HLL,DB00247,Identity:18/375(4.8%),N/A,N/A,N/A,N/A,N/A,N/A
687-840,P41595-P11229,4IB4-5CXV,DB00508,Identity:115/468(24.6%),N/A,N/A,N/A,N/A,N/A,N/A
689-222,Q07343-Q9NP56,4KP6-1ZKL,DB00651,N/A,N/A,N/A,N/A,N/A,N/A,N/A
689-290,Q07343-P27815,4KP6-2QYK,DB00651,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69-110,P14780-Q9Y5R2,1ITV-1RM8,DB00786,Identity:7/540(1.3%),N/A,N/A,N/A,N/A,N/A,N/A
69-267,P14780-Q9H306,1ITV-2JNP,DB00786,Identity:95/4125(2.3%),N/A,N/A,N/A,N/A,N/A,N/A
69-455,P14780-P51511,1ITV-3MA2,DB00786,Identity:8/936(0.9%),N/A,N/A,N/A,N/A,N/A,N/A
69-66,P14780-P24347,1ITV-1HV5,DB00786,Identity:8/1343(0.6%),N/A,N/A,N/A,N/A,N/A,N/A
690-291,Q07343-P27815,4KP6-2QYK,DB00824,N/A,N/A,N/A,N/A,N/A,N/A,N/A
692-1088,Q07343-P30542,4KP6-5UEN,DB00806,N/A,N/A,N/A,N/A,N/A,N/A,N/A
692-509,Q07343-Q07343,4KP6-3TVX,DB00806,N/A,N/A,N/A,N/A,N/A,N/A,N/A
692-510,Q07343-P27815,4KP6-3TVX,DB00806,N/A,N/A,N/A,N/A,N/A,N/A,N/A
693-1089,Q07343-P30542,4KP6-5UEN,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
693-1093,Q07343-P29275,4KP6-5VRA,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
693-124,Q07343-Q14432,4KP6-1SO2,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
693-295,Q07343-P27815,4KP6-2QYK,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
693-956,Q07343-P29274,4KP6-5MZJ,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
695-414,P23458-P23458,4L00-3EYG,DB08895,N/A,N/A,N/A,N/A,N/A,N/A,N/A
695-486,P23458-P52333,4L00-3PJC,DB08895,Identity:76/590(12.9%),N/A,N/A,N/A,N/A,N/A,N/A
696-697,Q13547-Q92769,4LXZ-4LXZ,DB02546,N/A,N/A,N/A,N/A,N/A,N/A,N/A
698-696,O15379-Q13547,4LXZ-4LXZ,DB02546,N/A,N/A,N/A,N/A,N/A,N/A,N/A
698-697,O15379-Q92769,4LXZ-4LXZ,DB02546,N/A,N/A,N/A,N/A,N/A,N/A,N/A
698-703,O15379-Q92769,4LXZ-4LY1,DB02546,N/A,N/A,N/A,N/A,N/A,N/A,N/A
699-1085,Q92769-P30542,4LY1-5UEN,DB01223,Identity:124/1384(9.0%),N/A,N/A,N/A,N/A,N/A,N/A
699-122,Q92769-Q14432,4LY1-1SO2,DB01223,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7-286,P35499-P78348,1BYY-2QTS,DB00586,Identity:48/2545(1.9%),N/A,N/A,N/A,N/A,N/A,N/A
7-513,P35499-P09917,1BYY-3V98,DB00586,Identity:8/1528(0.5%),N/A,N/A,N/A,N/A,N/A,N/A
7-675,P35499-O43526,1BYY-4GOW,DB00586,Identity:28/279(10.0%),N/A,N/A,N/A,N/A,N/A,N/A
70-618,P17752-P29474,1J8U-4D1P,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70-72,P17752-P00439,1J8U-1J8U,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70-884,P17752-P00439,1J8U-5FII,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
700-1087,Q92769-P30542,4LY1-5UEN,DB01303,Identity:124/1384(9.0%),N/A,N/A,N/A,N/A,N/A,N/A
701-938,Q92769-Q13547,4LY1-5ICN,DB06176,Identity:381/1127(33.8%),N/A,N/A,N/A,N/A,N/A,N/A
702-295,Q92769-P27815,4LY1-2QYK,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
702-693,Q92769-Q07343,4LY1-4KP6,DB00277,N/A,N/A,N/A,N/A,N/A,N/A,N/A
703-696,Q92769-Q13547,4LY1-4LXZ,DB02546,N/A,N/A,N/A,N/A,N/A,N/A,N/A
703-697,Q92769-Q92769,4LY1-4LXZ,DB02546,N/A,N/A,N/A,N/A,N/A,N/A,N/A
704-751,P08173-P08912,4MQS-4U15,DB08897,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
704-815,P08173-P11229,4MQS-5CXV,DB08897,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
705-704,P08172-P08173,4MQS-4MQS,DB08897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
706-752,P08172-P20309,4MQS-4U15,DB00517,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
706-816,P08172-P11229,4MQS-5CXV,DB00517,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
707-753,P08173-P20309,4MQS-4U15,DB00572,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
707-754,P08173-P08912,4MQS-4U15,DB00572,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
708-707,P08172-P08173,4MQS-4MQS,DB00572,N/A,N/A,N/A,N/A,N/A,N/A,N/A
708-754,P08172-P08912,4MQS-4U15,DB00572,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
708-817,P08172-P11229,4MQS-5CXV,DB00572,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
709-710,P08173-P08172,4MQS-4MQS,DB00767,N/A,N/A,N/A,N/A,N/A,N/A,N/A
709-755,P08173-P20309,4MQS-4U15,DB00767,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
71-617,P07101-P29474,1J8U-4D1P,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71-618,P07101-P29474,1J8U-4D1P,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71-70,P07101-P17752,1J8U-1J8U,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71-72,P07101-P00439,1J8U-1J8U,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
71-884,P07101-P00439,1J8U-5FII,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
710-756,P08172-P08912,4MQS-4U15,DB00767,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
710-818,P08172-P11229,4MQS-5CXV,DB00767,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
711-820,P08172-P11229,4MQS-5CXV,DB00411,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
712-713,P08173-P08172,4MQS-4MQS,DB00785,N/A,N/A,N/A,N/A,N/A,N/A,N/A
713-758,P08172-P20309,4MQS-4U15,DB00785,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
713-759,P08172-P08912,4MQS-4U15,DB00785,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
714-498,P08172-P35367,4MQS-3RZE,DB08801,Identity:110/560(19.6%),N/A,N/A,N/A,N/A,N/A,N/A
716-41,P08173-P08908,4MQS-1HLL,DB01142,Identity:12/398(3.0%),N/A,N/A,N/A,N/A,N/A,N/A
716-499,P08173-P35367,4MQS-3RZE,DB01142,Identity:110/560(19.6%),N/A,N/A,N/A,N/A,N/A,N/A
716-683,P08173-P41595,4MQS-4IB4,DB01142,Identity:89/508(17.5%),N/A,N/A,N/A,N/A,N/A,N/A
716-717,P08173-P08172,4MQS-4MQS,DB01142,N/A,N/A,N/A,N/A,N/A,N/A,N/A
716-761,P08173-P20309,4MQS-4U15,DB01142,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
716-762,P08173-P08912,4MQS-4U15,DB01142,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
716-824,P08173-P11229,4MQS-5CXV,DB01142,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
717-41,P08172-P08908,4MQS-1HLL,DB01142,Identity:12/398(3.0%),N/A,N/A,N/A,N/A,N/A,N/A
717-499,P08172-P35367,4MQS-3RZE,DB01142,Identity:110/560(19.6%),N/A,N/A,N/A,N/A,N/A,N/A
717-683,P08172-P41595,4MQS-4IB4,DB01142,Identity:89/508(17.5%),N/A,N/A,N/A,N/A,N/A,N/A
717-928,P08172-P31645,4MQS-5I6X,DB01142,Identity:117/1020(11.5%),N/A,N/A,N/A,N/A,N/A,N/A
719-720,P08173-P08172,4MQS-4MQS,DB00725,N/A,N/A,N/A,N/A,N/A,N/A,N/A
719-763,P08173-P20309,4MQS-4U15,DB00725,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
719-764,P08173-P08912,4MQS-4U15,DB00725,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
719-827,P08173-P11229,4MQS-5CXV,DB00725,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
720-764,P08172-P08912,4MQS-4U15,DB00725,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
721-828,P08172-P11229,4MQS-5CXV,DB00424,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
